FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,DISTANCE
2018-01-01,UA,19977,UA,745,14057,1405702,34057,PDX,13930,1393006,30977,ORD,2250,2246,-4.00,9.00,2255,0428,5.00,0444,0433,-11.00,0.00,,0.00,1739.00
2018-01-01,UA,19977,UA,744,12953,1295304,31703,LGA,11292,1129202,30325,DEN,0906,0900,-6.00,14.00,0914,1106,10.00,1142,1116,-26.00,0.00,,0.00,1620.00
2018-01-01,UA,19977,UA,743,13930,1393006,30977,ORD,14771,1477104,32457,SFO,1742,2007,145.00,15.00,2022,2212,12.00,2021,2224,123.00,0.00,,0.00,1846.00
2018-01-01,UA,19977,UA,742,14747,1474703,30559,SEA,11292,1129202,30325,DEN,1754,1746,-8.00,11.00,1757,2104,3.00,2132,2107,-25.00,0.00,,0.00,1024.00
2018-01-01,UA,19977,UA,740,12266,1226603,31453,IAH,10423,1042302,30423,AUS,1955,1958,3.00,17.00,2015,2044,4.00,2054,2048,-6.00,0.00,,0.00,140.00
2018-01-01,UA,19977,UA,740,13495,1349505,33495,MSY,12266,1226603,31453,IAH,1554,1557,3.00,22.00,1619,1716,5.00,1717,1721,4.00,0.00,,0.00,305.00
2018-01-01,UA,19977,UA,739,11292,1129202,30325,DEN,14107,1410702,30466,PHX,1135,1133,-2.00,15.00,1148,1318,6.00,1333,1324,-9.00,0.00,,0.00,602.00
2018-01-01,UA,19977,UA,739,13204,1320402,31454,MCO,11292,1129202,30325,DEN,0750,0746,-4.00,13.00,0759,0949,12.00,1010,1001,-9.00,0.00,,0.00,1546.00
2018-01-01,UA,19977,UA,739,14107,1410702,30466,PHX,12266,1226603,31453,IAH,1715,1706,-9.00,11.00,1717,2022,8.00,2044,2030,-14.00,0.00,,0.00,1009.00
2018-01-01,UA,19977,UA,738,11292,1129202,30325,DEN,13204,1320402,31454,MCO,1735,1735,0.00,20.00,1755,2249,8.00,2304,2257,-7.00,0.00,,0.00,1546.00
2018-01-01,UA,19977,UA,737,11292,1129202,30325,DEN,14771,1477104,32457,SFO,1745,1747,2.00,13.00,1800,1912,4.00,1930,1916,-14.00,0.00,,0.00,967.00
2018-01-01,UA,19977,UA,737,12266,1226603,31453,IAH,11292,1129202,30325,DEN,1214,1213,-1.00,14.00,1227,1332,5.00,1349,1337,-12.00,0.00,,0.00,862.00
2018-01-01,UA,19977,UA,736,14679,1467903,33570,SAN,14771,1477104,32457,SFO,1650,1646,-4.00,17.00,1703,1807,5.00,1830,1812,-18.00,0.00,,0.00,447.00
2018-01-01,UA,19977,UA,735,11292,1129202,30325,DEN,14771,1477104,32457,SFO,1517,1521,4.00,14.00,1535,1650,9.00,1704,1659,-5.00,0.00,,0.00,967.00
2018-01-01,UA,19977,UA,735,12264,1226402,30852,IAD,11292,1129202,30325,DEN,1230,1224,-6.00,13.00,1237,1410,7.00,1431,1417,-14.00,0.00,,0.00,1452.00
2018-01-01,UA,19977,UA,735,15304,1530402,33195,TPA,12264,1226402,30852,IAD,0920,0919,-1.00,10.00,0929,1111,4.00,1131,1115,-16.00,0.00,,0.00,811.00
2018-01-01,UA,19977,UA,734,13930,1393006,30977,ORD,14122,1412202,30198,PIT,1424,1422,-2.00,17.00,1439,1639,5.00,1651,1644,-7.00,0.00,,0.00,413.00
2018-01-01,UA,19977,UA,734,14771,1477104,32457,SFO,13930,1393006,30977,ORD,0545,0543,-2.00,16.00,0559,1137,27.00,1203,1204,1.00,0.00,,0.00,1846.00
2018-01-01,UA,19977,UA,733,11292,1129202,30325,DEN,14771,1477104,32457,SFO,1409,1407,-2.00,12.00,1419,1534,6.00,1558,1540,-18.00,0.00,,0.00,967.00
2018-01-01,UA,19977,UA,731,12892,1289208,32575,LAX,14771,1477104,32457,SFO,2129,2126,-3.00,34.00,2200,2252,14.00,2300,2306,6.00,0.00,,0.00,337.00
2018-01-01,UA,19977,UA,730,11618,1161802,31703,EWR,13204,1320402,31454,MCO,1440,1445,5.00,20.00,1505,1729,11.00,1734,1740,6.00,0.00,,0.00,937.00
2018-01-01,UA,19977,UA,729,11298,1129806,30194,DFW,13930,1393006,30977,ORD,0715,0711,-4.00,10.00,0721,0909,8.00,0937,0917,-20.00,0.00,,0.00,802.00
2018-01-01,UA,19977,UA,728,12889,1288903,32211,LAS,14771,1477104,32457,SFO,0612,0605,-7.00,13.00,0618,0722,18.00,0750,0740,-10.00,0.00,,0.00,414.00
2018-01-01,UA,19977,UA,728,14771,1477104,32457,SFO,13930,1393006,30977,ORD,1000,1301,181.00,29.00,1330,1858,19.00,1613,1917,184.00,0.00,,0.00,1846.00
2018-01-01,UA,19977,UA,727,14771,1477104,32457,SFO,12264,1226402,30852,IAD,1300,1324,24.00,34.00,1358,2119,2.00,2105,2121,16.00,0.00,,0.00,2419.00
2018-01-01,UA,19977,UA,726,11697,1169706,32467,FLL,14771,1477104,32457,SFO,1820,1816,-4.00,22.00,1838,2133,10.00,2150,2143,-7.00,0.00,,0.00,2584.00
2018-01-01,UA,19977,UA,726,14771,1477104,32457,SFO,11618,1161802,31703,EWR,2245,2242,-3.00,39.00,2321,0656,10.00,0654,0706,12.00,0.00,,0.00,2565.00
2018-01-01,UA,19977,UA,725,13204,1320402,31454,MCO,13930,1393006,30977,ORD,0600,0559,-1.00,21.00,0620,0747,4.00,0759,0751,-8.00,0.00,,0.00,1005.00
2018-01-01,UA,19977,UA,725,13930,1393006,30977,ORD,14107,1410702,30466,PHX,0925,0922,-3.00,16.00,0938,1200,4.00,1219,1204,-15.00,0.00,,0.00,1440.00
2018-01-01,UA,19977,UA,724,12173,1217305,32134,HNL,14771,1477104,32457,SFO,1415,1412,-3.00,22.00,1434,2121,6.00,2114,2127,13.00,0.00,,0.00,2398.00
2018-01-01,UA,19977,UA,723,11292,1129202,30325,DEN,12892,1289208,32575,LAX,1247,1241,-6.00,14.00,1255,1357,5.00,1430,1402,-28.00,0.00,,0.00,862.00
2018-01-01,UA,19977,UA,722,13303,1330303,32467,MIA,11618,1161802,31703,EWR,2004,2139,95.00,14.00,2153,0012,6.00,2310,0018,68.00,0.00,,0.00,1085.00
2018-01-01,UA,19977,UA,721,12266,1226603,31453,IAH,10397,1039707,30397,ATL,1422,1419,-3.00,17.00,1436,1700,5.00,1728,1705,-23.00,0.00,,0.00,689.00
2018-01-01,UA,19977,UA,720,14771,1477104,32457,SFO,11292,1129202,30325,DEN,1457,1800,183.00,22.00,1822,2115,4.00,1831,2119,168.00,0.00,,0.00,967.00
2018-01-01,UA,19977,UA,719,12264,1226402,30852,IAD,12892,1289208,32575,LAX,1906,1904,-2.00,14.00,1918,2132,43.00,2200,2215,15.00,0.00,,0.00,2288.00
2018-01-01,UA,19977,UA,717,10721,1072102,30721,BOS,12892,1289208,32575,LAX,1811,1830,19.00,18.00,1848,2129,8.00,2200,2137,-23.00,0.00,,0.00,2611.00
2018-01-01,UA,19977,UA,717,12892,1289208,32575,LAX,12266,1226603,31453,IAH,2341,2337,-4.00,15.00,2352,0419,6.00,0457,0425,-32.00,0.00,,0.00,1379.00
2018-01-01,UA,19977,UA,716,11292,1129202,30325,DEN,14107,1410702,30466,PHX,2218,2212,-6.00,14.00,2226,2347,7.00,0014,2354,-20.00,0.00,,0.00,602.00
2018-01-01,UA,19977,UA,715,11298,1129806,30194,DFW,11618,1161802,31703,EWR,0710,0703,-7.00,10.00,0713,1059,6.00,1130,1105,-25.00,0.00,,0.00,1372.00
2018-01-01,UA,19977,UA,714,11697,1169706,32467,FLL,11618,1161802,31703,EWR,1225,1210,-15.00,11.00,1221,1439,15.00,1528,1454,-34.00,0.00,,0.00,1065.00
2018-01-01,UA,19977,UA,713,12451,1245102,31136,JAX,11618,1161802,31703,EWR,1255,1615,200.00,22.00,1637,1814,8.00,1520,1822,182.00,0.00,,0.00,820.00
2018-01-01,UA,19977,UA,712,11292,1129202,30325,DEN,12264,1226402,30852,IAD,1102,1110,8.00,11.00,1121,1606,6.00,1618,1612,-6.00,0.00,,0.00,1452.00
